iter	Logloss
0	0.649701994
1	0.6091274054
2	0.5764863573
3	0.536624509
4	0.5049814525
5	0.4739540764
6	0.4432168146
7	0.4213401257
8	0.3978759906
9	0.3742304887
10	0.3529743199
11	0.3359118443
12	0.3167895131
13	0.3011152025
14	0.2852873977
15	0.2724312549
16	0.2603607973
17	0.2475948622
18	0.2362664446
19	0.2271764262
20	0.2170078806
21	0.2082985278
22	0.2001574717
23	0.1922726964
24	0.1837702089
25	0.1781292012
26	0.1734017427
27	0.1679057792
28	0.161508514
29	0.1567957674
30	0.1523492193
31	0.1466466138
32	0.1414951538
33	0.1372557002
34	0.1327444798
35	0.1283514371
36	0.1256666455
37	0.122524081
38	0.1191312733
39	0.1152678089
40	0.1124958182
41	0.1096968433
42	0.1078749066
43	0.1054979905
44	0.1037102456
45	0.1019412279
46	0.09928021035
47	0.09696741977
48	0.09529446728
49	0.09421238338
50	0.09215022459
51	0.09023383358
52	0.08901414194
53	0.08737139635
54	0.08595528373
55	0.08492412068
56	0.08361395906
57	0.0823888145
58	0.08082263794
59	0.07920627448
60	0.07754785114
61	0.07690626178
62	0.07583829113
63	0.07480939283
64	0.07300475643
65	0.07229339662
66	0.07088737657
67	0.07050068383
68	0.06927634859
69	0.06859918116
70	0.06793399004
71	0.06736027102
72	0.06658740785
73	0.06546500912
74	0.0646391511
75	0.0632577887
76	0.06226567909
77	0.06111525202
78	0.06064521008
79	0.06027568094
80	0.05938345934
81	0.05878624051
82	0.05770072755
83	0.05715585254
84	0.05673168111
85	0.05577246839
86	0.05516190082
87	0.05444196989
88	0.05412407225
89	0.05333936229
90	0.0527042267
91	0.05212479994
92	0.05162326264
93	0.05071038263
94	0.05010810511
95	0.04939284842
96	0.0485011275
97	0.04771011873
98	0.04715384861
99	0.04645583262
100	0.04620889498
101	0.04565729162
102	0.0450521305
103	0.04444422871
104	0.04386663346
105	0.04342144316
106	0.04293040338
107	0.04240354689
108	0.04212706066
109	0.04175175791
110	0.04140529586
111	0.04107825019
112	0.04068248882
113	0.04043948205
114	0.0398748855
115	0.03948788445
116	0.03894888851
117	0.03879716402
118	0.03855233994
119	0.03827212777
120	0.03779131743
121	0.03708195894
122	0.0362986541
123	0.03579705629
124	0.03557685941
125	0.03520068439
126	0.03474143014
127	0.03452560158
128	0.03421900603
129	0.03403183017
130	0.03358865985
131	0.0333877782
132	0.03309417533
133	0.03278652725
134	0.03264616059
135	0.03243054051
136	0.03208009877
137	0.03164031153
138	0.03113651375
139	0.03073639071
140	0.03045306788
141	0.03028237015
142	0.02984471019
143	0.02969933472
144	0.02941196327
145	0.02919150188
146	0.02894258974
147	0.02871329302
148	0.02837715702
149	0.0281704134
150	0.02769271826
151	0.02746958874
152	0.02727467465
153	0.02714342673
154	0.02695256358
155	0.02663993146
156	0.0263968628
157	0.02610635781
158	0.0257658172
159	0.02545046993
160	0.02515747902
161	0.02505550143
162	0.02478132852
163	0.02455309808
164	0.0242930054
165	0.0239731066
166	0.02389061167
167	0.02367977673
168	0.02336678572
169	0.02310150344
170	0.02293717236
171	0.02276082913
172	0.02259708611
173	0.0223106116
174	0.02218342545
175	0.02199990209
176	0.02190761073
177	0.02164293994
178	0.02146716442
179	0.02118688162
180	0.0210956729
181	0.02095958577
182	0.02083825213
183	0.0206696326
184	0.02058041686
185	0.02030744707
186	0.02012677173
187	0.02001783063
188	0.01983678042
189	0.01962390964
190	0.01950363943
191	0.01934618351
192	0.01917866568
193	0.0190850904
194	0.01890360647
195	0.01880637093
196	0.01861948811
197	0.01838475978
198	0.01821588779
199	0.01807408892
200	0.01791889296
201	0.01765070271
202	0.01753059241
203	0.01744157609
204	0.01730308292
205	0.01722368148
206	0.01695967689
207	0.01683417695
208	0.01675802237
209	0.01659214473
210	0.01644309846
211	0.01634302084
212	0.01625244504
213	0.01608518458
214	0.01585199846
215	0.01577460637
216	0.01558954304
217	0.01547772553
218	0.01528438382
219	0.01507205155
220	0.01493169822
221	0.01477708263
222	0.01468887404
223	0.01461026255
224	0.01448899925
225	0.01435454452
226	0.01425405017
227	0.01420484053
228	0.01404492897
229	0.01395774998
230	0.01387720281
231	0.01375645568
232	0.01362795503
233	0.0135436752
234	0.01341565157
235	0.01332152112
236	0.01318830281
237	0.01312868976
238	0.01306998266
239	0.01298924139
240	0.01290015105
241	0.01281430497
242	0.01268422679
243	0.0126108397
244	0.01249396679
245	0.01240955331
246	0.0123046662
247	0.01220964419
248	0.01215316143
249	0.01208737088
250	0.01199351791
251	0.0118950217
252	0.01181706738
253	0.01173190531
254	0.01161908548
255	0.01155765969
256	0.01139976473
257	0.01135932479
258	0.01129294147
259	0.01120775516
260	0.01114549099
261	0.01109258415
262	0.01100062501
263	0.01091417491
264	0.01079335849
265	0.01066296109
266	0.01061595048
267	0.01057478604
268	0.01053188298
269	0.010486986
270	0.01035145609
271	0.01026654589
272	0.01016340886
273	0.01009572361
274	0.01002962913
275	0.009942743864
276	0.00983172205
277	0.009748959203
278	0.009715303984
279	0.009678992644
280	0.009632140168
281	0.009529865942
282	0.009480477235
283	0.009445315497
284	0.009407155664
285	0.009350858811
286	0.009299253016
287	0.009250547576
288	0.009215329214
289	0.009151227022
290	0.009074333327
291	0.008996289545
292	0.008965984233
293	0.008926791548
294	0.008848561272
295	0.008797545109
296	0.008672813336
297	0.008586878899
298	0.008505170492
299	0.008464130185
300	0.00843654285
301	0.008366787572
302	0.008322852022
303	0.008274517325
304	0.008214536984
305	0.008172847311
306	0.008115230677
307	0.008083703596
308	0.008003705616
309	0.007939213313
310	0.007889667226
311	0.007832636708
312	0.007788948366
313	0.007741127816
314	0.007703426091
315	0.007655766868
316	0.007593212782
317	0.007552391922
318	0.007494553648
319	0.007452461337
320	0.007401179391
321	0.007360481305
322	0.00732178167
323	0.007286271051
324	0.007249537365
325	0.007199218615
326	0.007175507197
327	0.007142004562
328	0.007118686064
329	0.007078811685
330	0.00704454558
331	0.007000426002
332	0.006959197375
333	0.006923231694
334	0.006897896221
335	0.006860455475
336	0.006826040323
337	0.006792486488
338	0.006752575129
339	0.006734040599
340	0.006709809138
341	0.006667589799
342	0.006638082389
343	0.006614424564
344	0.00656302191
345	0.006526003622
346	0.006498595208
347	0.006456889562
348	0.006421581707
349	0.006392913175
350	0.006365097779
351	0.00633605389
352	0.006300070916
353	0.006266850816
354	0.006223184537
355	0.006197050164
356	0.00617574517
357	0.006155721332
358	0.006134733976
359	0.006111990339
360	0.006079084655
361	0.006060217968
362	0.006042676084
363	0.006005119354
364	0.005963633119
365	0.005931880998
366	0.005900166118
367	0.0058767199
368	0.005852068407
369	0.005831658326
370	0.005812054133
371	0.005783291248
372	0.005752513383
373	0.005715339322
374	0.005698394395
375	0.005670620315
376	0.005631157781
377	0.005595150691
378	0.005563774377
379	0.00551610552
380	0.00549381555
381	0.00547720574
382	0.0054552756
383	0.005431014408
384	0.005407311687
385	0.005373592076
386	0.005345417259
387	0.005302459405
388	0.00527380893
389	0.005255268624
390	0.005237606237
391	0.005218426228
392	0.005198489324
393	0.005190163382
394	0.005165347701
395	0.005136185392
396	0.00510677484
397	0.005082842609
398	0.005069659001
399	0.005058323284
400	0.005036640584
401	0.005018274866
402	0.004999152909
403	0.004969076588
404	0.004941912524
405	0.004920092402
406	0.004896914854
407	0.004883794332
408	0.004866063745
409	0.004846193667
410	0.004822028343
411	0.004798852682
412	0.004779818281
413	0.004763533659
414	0.004742314472
415	0.004723677343
416	0.004708532167
417	0.004699498083
418	0.004691399708
419	0.004675014683
420	0.004650408052
421	0.004632969424
422	0.004620277268
423	0.004604014779
424	0.004592349798
425	0.004582075413
426	0.004557900443
427	0.00454201023
428	0.004530614256
429	0.004505201878
430	0.004476518381
431	0.004459810607
432	0.004446054352
433	0.004434228568
434	0.004425012149
435	0.004408225004
436	0.004392774157
437	0.004373619939
438	0.004356469402
439	0.004340047766
440	0.004318910252
441	0.004305257563
442	0.004289264492
443	0.004276982995
444	0.004258869965
445	0.004245048692
446	0.004228862978
447	0.004216247804
448	0.004201389027
449	0.004191236901
450	0.004176285825
451	0.00416690152
452	0.004148180387
453	0.004123493618
454	0.004111830202
455	0.004098493361
456	0.004085495339
457	0.004071056856
458	0.004058792909
459	0.00403904399
460	0.004014139277
461	0.004002553611
462	0.003993346945
463	0.003973534381
464	0.003958216188
465	0.003943299956
466	0.003932400631
467	0.003912832947
468	0.003900745542
469	0.003889461317
470	0.003880248855
471	0.003872499586
472	0.003859246248
473	0.003846980717
474	0.003828476021
475	0.003817589598
476	0.003798428643
477	0.003787572931
478	0.003772986446
479	0.003759825839
480	0.003752120679
481	0.003743327382
482	0.003732566193
483	0.003719532275
484	0.003706501278
485	0.003692078931
486	0.0036664486
487	0.003658140878
488	0.003646881827
489	0.003639265486
490	0.003636506065
491	0.003626017233
492	0.003612406573
493	0.003602469663
494	0.003589546906
495	0.003566894178
496	0.003556388411
497	0.003537830285
498	0.003531331335
499	0.003524787362
500	0.003514131088
501	0.003509077467
502	0.003498032061
503	0.003487852156
504	0.003475531866
505	0.003463573003
506	0.003452233618
507	0.003436741314
508	0.003424069084
509	0.003414572241
510	0.003407235711
511	0.003398631041
512	0.003383086345
513	0.003372623644
514	0.003364033417
515	0.003352127704
516	0.003342163845
517	0.003334371903
518	0.003323983272
519	0.003307727833
520	0.003300891525
521	0.003293216631
522	0.003278564611
523	0.003266045369
524	0.00325858734
525	0.003249677254
526	0.003236901409
527	0.003226889248
528	0.003219482982
529	0.003208094616
530	0.003198645927
531	0.003188153122
532	0.003175767002
533	0.003169872149
534	0.003159470085
535	0.003150295481
536	0.003142355228
537	0.003136103651
538	0.003130241861
539	0.003121421193
540	0.00311302854
541	0.003104872731
542	0.003098400025
543	0.003084384691
544	0.003076746173
545	0.003069769264
546	0.00305853811
547	0.003047493912
548	0.003038470618
549	0.003030997502
550	0.00302317755
551	0.003011640782
552	0.003003315922
553	0.002997189803
554	0.002989179671
555	0.002978621821
556	0.00297108336
557	0.002962566393
558	0.002955244163
559	0.002948187432
560	0.002940688556
561	0.002933982944
562	0.00292607127
563	0.002914006912
564	0.002907304463
565	0.002901208844
566	0.002892060703
567	0.002887455531
568	0.002879349213
569	0.002871242699
570	0.002863565416
571	0.002852635398
572	0.002842364339
573	0.002831120604
574	0.002825568379
575	0.002819914682
576	0.002812343157
577	0.002805158084
578	0.002794205624
579	0.002788894831
580	0.002783336196
581	0.002777019464
582	0.002773378404
583	0.002767807216
584	0.002761346142
585	0.00275516951
586	0.002747303212
587	0.002740165455
588	0.002737077891
589	0.002730401009
590	0.002722796911
591	0.002716506737
592	0.002712637134
593	0.002700222049
594	0.002693215839
595	0.002688598002
596	0.002682381814
597	0.002668634225
598	0.002664251589
599	0.002658880632
600	0.002651610406
601	0.002647872904
602	0.002640879114
603	0.002635442999
604	0.002628169466
605	0.002622314825
606	0.002616333084
607	0.002608151653
608	0.002603023926
609	0.00259780977
610	0.002592935818
611	0.002589219649
612	0.002585120635
613	0.002577671963
614	0.002573387913
615	0.002567225784
616	0.002558450163
617	0.0025522005
618	0.002545809276
619	0.002540411635
620	0.002535373736
621	0.00252885416
622	0.002523357997
623	0.002519351991
624	0.002513273545
625	0.002509253797
626	0.002503270278
627	0.002499725479
628	0.002493864002
629	0.002487074775
630	0.002481383797
631	0.002475076511
632	0.002464573199
633	0.002460806708
634	0.002456507216
635	0.002453482256
636	0.002444856472
637	0.002439994183
638	0.002434805245
639	0.002430525338
640	0.002426560455
641	0.002419898402
642	0.002414702234
643	0.002409604438
644	0.002405786088
645	0.002399297697
646	0.002394689262
647	0.002389088489
648	0.002383592466
649	0.002378733694
650	0.002373723798
651	0.002368759855
652	0.002365702455
653	0.002361993535
654	0.002355480354
655	0.00234963629
656	0.00234404772
657	0.00234044398
658	0.002336666733
659	0.002331414455
660	0.00232046886
661	0.002309560568
662	0.002305026685
663	0.002299805737
664	0.002293786555
665	0.00229078913
666	0.002286764062
667	0.002283953476
668	0.002281537736
669	0.002275170917
670	0.002272450796
671	0.002265192514
672	0.002260145964
673	0.002255473914
674	0.002251545733
675	0.002246778873
676	0.002240557636
677	0.002237084985
678	0.002232226752
679	0.002225928518
680	0.002220358464
681	0.002214495334
682	0.002209819352
683	0.002208377799
684	0.002204913904
685	0.002200672479
686	0.002195917264
687	0.002192801169
688	0.002188765569
689	0.002184383501
690	0.002179437704
691	0.002175015357
692	0.002170552573
693	0.002167553865
694	0.002162834299
695	0.002159342476
696	0.002154082442
697	0.00214940553
698	0.002146922981
699	0.00214356226
700	0.002137842955
701	0.002134641385
702	0.002131913789
703	0.002128578921
704	0.002123986214
705	0.00212088746
706	0.002117527698
707	0.00211518249
708	0.002112884433
709	0.002111373344
